      material  location  period     label       f_0     res_1       f_1  \
1158      22.0      22.0    36.0  0.252813  0.138144  0.114669  0.139990   
1159      22.0      20.0    12.0  0.269457  0.138144  0.131313  0.139990   
1160      22.0      20.0    12.0  0.277961  0.138144  0.139817  0.139990   
1161      22.0      20.0    12.0  0.259856  0.138144  0.121712  0.139990   
1162      22.0      20.0    24.0  0.171725  0.138144  0.033581  0.139990   
1163      22.0      20.0    24.0  0.167106  0.138144  0.028962  0.139990   
1164      22.0      20.0    24.0  0.157277  0.138144  0.019133  0.139990   
1165      22.0      20.0    36.0  0.139828  0.138144  0.001684  0.139990   
1166      22.0      20.0    36.0  0.143360  0.138144  0.005216  0.139990   
1167      22.0      20.0    36.0  0.144256  0.138144  0.006113  0.139990   
1168      22.0      18.0    12.0  0.220316  0.138144  0.082172  0.145557   
1169      22.0      18.0    12.0  0.224621  0.138144  0.086478  0.145557   
1170      22.0      18.0    12.0  0.257413  0.138144  0.119269  0.145557   
1171      22.0      18.0    24.0  0.206468  0.138144  0.068324  0.145557   
1172      22.0      18.0    24.0  0.208540  0.138144  0.070396  0.145557   
1173      22.0      18.0    24.0  0.227398  0.138144  0.089255  0.145557   
1174      22.0      18.0    36.0  0.287278  0.138144  0.149134  0.145557   
1175      22.0       6.0    12.0  0.022057  0.138144 -0.116086  0.138330   
1176      22.0       6.0    12.0  0.022769  0.138144 -0.115375  0.138330   
1177      22.0       6.0    12.0  0.023073  0.138144 -0.115071  0.138330   
1178      22.0       6.0    24.0  0.017466  0.138144 -0.120678  0.138330   
1179      22.0       6.0    24.0  0.017279  0.138144 -0.120865  0.138330   
1180      22.0       6.0    24.0  0.017543  0.138144 -0.120601  0.138330   
1181      22.0       9.0    12.0  0.032511  0.138144 -0.105633  0.138330   
1182      22.0       9.0    24.0  0.036190  0.138144 -0.101954  0.138330   
1183      22.0       7.0    12.0  0.232300  0.138144  0.094157  0.138330   
1184      22.0       7.0    12.0  0.227856  0.138144  0.089712  0.138330   
1185      22.0       7.0    12.0  0.236421  0.138144  0.098277  0.138330   
1186      22.0       7.0    24.0  0.228813  0.138144  0.090669  0.138330   
1187      22.0       7.0    24.0  0.220352  0.138144  0.082208  0.138330   
1188      22.0       7.0    24.0  0.220455  0.138144  0.082311  0.138330   
1189      22.0       5.0    12.0  0.203728  0.138144  0.065584  0.138330   
1190      22.0       5.0    24.0  0.169664  0.138144  0.031520  0.138330   
1191      22.0       2.0    12.0  0.025101  0.138144 -0.113043  0.126676   
1192      22.0       2.0    12.0  0.025127  0.138144 -0.113016  0.126676   
1193      22.0       2.0    12.0  0.025497  0.138144 -0.112646  0.126676   
1194      22.0       2.0    24.0  0.021927  0.138144 -0.116217  0.126676   
1195      22.0       2.0    24.0  0.020868  0.138144 -0.117276  0.126676   
1196      22.0       2.0    24.0  0.020343  0.138144 -0.117801  0.126676   
1197      22.0       2.0    36.0  0.018440  0.138144 -0.119704  0.126676   
1198      22.0       2.0    36.0  0.017385  0.138144 -0.120759  0.126676   
1199      22.0       2.0    36.0  0.019373  0.138144 -0.118771  0.126676   
1200      22.0       4.0    12.0  0.412141  0.138144  0.273997  0.166896   
1201      22.0       4.0    12.0  0.431391  0.138144  0.293247  0.166896   
1202      22.0       4.0    12.0  0.451858  0.138144  0.313714  0.166896   
1203      22.0       4.0    24.0  0.420362  0.138144  0.282218  0.166896   
1204      22.0       4.0    24.0  0.417110  0.138144  0.278966  0.166896   
1205      22.0       4.0    24.0  0.440426  0.138144  0.302282  0.166896   
1206      22.0       3.0    12.0  0.286922  0.138144  0.148779  0.150581   
1207      22.0       3.0    12.0  0.289799  0.138144  0.151655  0.150581   
1208      22.0       3.0    24.0  0.226351  0.138144  0.088207  0.150581   
1209      22.0       3.0    24.0  0.193982  0.138144  0.055838  0.150581   
1210      22.0       3.0    24.0  0.203001  0.138144  0.064857  0.150581   
1211      22.0       3.0    36.0  0.164840  0.138144  0.026696  0.150581   
1212      22.0       3.0    36.0  0.170126  0.138144  0.031982  0.150581   
1213      22.0       1.0    12.0  0.210553  0.138144  0.072409  0.142285   
1214      22.0       1.0    12.0  0.228055  0.138144  0.089911  0.142285   
1215      22.0       1.0    12.0  0.211717  0.138144  0.073573  0.142285   
1216      22.0       1.0    24.0  0.201538  0.138144  0.063394  0.142285   
1217      22.0       1.0    36.0  0.211011  0.138144  0.072867  0.142285   
1218      22.0       1.0    36.0  0.204836  0.138144  0.066692  0.142285   
1219      22.0       1.0    36.0  0.205863  0.138144  0.067719  0.142285   
1220      23.0      19.0    12.0  0.055294  0.138144 -0.082850  0.139990   
1221      23.0      19.0    12.0  0.057671  0.138144 -0.080473  0.139990   
1222      23.0      19.0    24.0  0.039826  0.138144 -0.098318  0.139990   
1223      23.0      19.0    24.0  0.039867  0.138144 -0.098277  0.139990   
1224      23.0      19.0    24.0  0.039308  0.138144 -0.098836  0.139990   
1225      23.0      19.0    36.0  0.031130  0.138144 -0.107014  0.139990   
1226      23.0      19.0    36.0  0.030270  0.138144 -0.107873  0.139990   
1227      23.0      19.0    36.0  0.031257  0.138144 -0.106887  0.139990   
1228      23.0      22.0    12.0  0.288353  0.138144  0.150209  0.139990   
1229      23.0      22.0    24.0  0.317777  0.138144  0.179633  0.139990   
1230      23.0      22.0    24.0  0.286117  0.138144  0.147973  0.139990   
1231      23.0      22.0    36.0  0.290093  0.138144  0.151949  0.139990   
1232      23.0      22.0    36.0  0.296678  0.138144  0.158534  0.139990   
1233      23.0      20.0    12.0  0.280871  0.138144  0.142727  0.139990   
1234      23.0      20.0    12.0  0.287228  0.138144  0.149084  0.139990   
1235      23.0      20.0    24.0  0.185873  0.138144  0.047729  0.139990   
1236      23.0      20.0    24.0  0.185902  0.138144  0.047758  0.139990   
1237      23.0      20.0    24.0  0.184494  0.138144  0.046350  0.139990   
1238      23.0      20.0    36.0  0.158460  0.138144  0.020316  0.139990   
1239      23.0      20.0    36.0  0.158972  0.138144  0.020828  0.139990   
1240      23.0      20.0    36.0  0.159080  0.138144  0.020936  0.139990   
1241      23.0      18.0    12.0  0.191564  0.138144  0.053420  0.145557   
1242      23.0      18.0    12.0  0.188606  0.138144  0.050462  0.145557   
1243      23.0      18.0    24.0  0.217089  0.138144  0.078945  0.145557   
1244      23.0      18.0    36.0  0.229212  0.138144  0.091068  0.145557   
1245      23.0      18.0    36.0  0.233111  0.138144  0.094967  0.145557   
1246      23.0       6.0    12.0  0.029277  0.138144 -0.108867  0.138330   
1247      23.0       6.0    12.0  0.029885  0.138144 -0.108259  0.138330   
1248      23.0       6.0    12.0  0.031494  0.138144 -0.106650  0.138330   
1249      23.0       6.0    24.0  0.020747  0.138144 -0.117397  0.138330   
1250      23.0       6.0    24.0  0.021662  0.138144 -0.116481  0.138330   
1251      23.0       6.0    24.0  0.021534  0.138144 -0.116610  0.138330   
1252      23.0       9.0    12.0  0.031455  0.138144 -0.106689  0.138330   
1253      23.0       9.0    24.0  0.040579  0.138144 -0.097565  0.138330   
1254      23.0       7.0    12.0  0.277265  0.138144  0.139121  0.138330   
1255      23.0       7.0    12.0  0.260723  0.138144  0.122579  0.138330   
1256      23.0       7.0    24.0  0.244213  0.138144  0.106069  0.138330   
1257      23.0       7.0    24.0  0.228232  0.138144  0.090088  0.138330   
1258      23.0       5.0    12.0  0.187436  0.138144  0.049292  0.138330   
1259      23.0       5.0    12.0  0.188014  0.138144  0.049870  0.138330   
1260      23.0       5.0    24.0  0.134452  0.138144 -0.003692  0.138330   
1261      23.0       5.0    24.0  0.134517  0.138144 -0.003627  0.138330   
1262      23.0       5.0    24.0  0.142757  0.138144  0.004613  0.138330   
1263      23.0       2.0    12.0  0.031293  0.138144 -0.106851  0.126676   
1264      23.0       2.0    12.0  0.030015  0.138144 -0.108129  0.126676   
1265      23.0       2.0    12.0  0.029623  0.138144 -0.108521  0.126676   
1266      23.0       2.0    24.0  0.027421  0.138144 -0.110723  0.126676   
1267      23.0       2.0    24.0  0.026607  0.138144 -0.111537  0.126676   
1268      23.0       2.0    24.0  0.027845  0.138144 -0.110299  0.126676   
1269      23.0       2.0    36.0  0.021999  0.138144 -0.116145  0.126676   
1270      23.0       2.0    36.0  0.022278  0.138144 -0.115866  0.126676   
1271      23.0       2.0    36.0  0.022310  0.138144 -0.115834  0.126676   
1272      23.0       4.0    12.0  0.468480  0.138144  0.330336  0.166896   
1273      23.0       4.0    12.0  0.440900  0.138144  0.302756  0.166896   
1274      23.0       4.0    12.0  0.418576  0.138144  0.280432  0.166896   
1275      23.0       4.0    24.0  0.467353  0.138144  0.329209  0.166896   
1276      23.0       4.0    24.0  0.447483  0.138144  0.309339  0.166896   
1277      23.0       4.0    24.0  0.432066  0.138144  0.293922  0.166896   
1278      23.0       3.0    12.0  0.261963  0.138144  0.123819  0.150581   
1279      23.0       3.0    24.0  0.179234  0.138144  0.041090  0.150581   
1280      23.0       3.0    24.0  0.193176  0.138144  0.055032  0.150581   
1281      23.0       3.0    36.0  0.148446  0.138144  0.010302  0.150581   
1282      23.0       1.0    12.0  0.168637  0.138144  0.030493  0.142285   
1283      23.0       1.0    12.0  0.175123  0.138144  0.036979  0.142285   
1284      23.0       1.0    24.0  0.120787  0.138144 -0.017357  0.142285   
1285      23.0       1.0    24.0  0.127391  0.138144 -0.010753  0.142285   
1286      23.0       1.0    36.0  0.129210  0.138144 -0.008934  0.142285   
1287      24.0       9.0    12.0  0.004300  0.138144 -0.133844  0.125313   
1288      24.0       9.0    24.0  0.003500  0.138144 -0.134644  0.124818   
1289      24.0       9.0    48.0  0.003300  0.138144 -0.134844  0.124818   
1290      24.0       9.0    96.0  0.002800  0.138144 -0.135344  0.124818   
1291      24.0       7.0    12.0  0.016000  0.138144 -0.122144  0.125313   
1292      24.0       7.0    24.0  0.011000  0.138144 -0.127144  0.124818   
1293      24.0       7.0    48.0  0.006600  0.138144 -0.131544  0.124818   
1294      24.0       7.0    96.0  0.004700  0.138144 -0.133444  0.124818   
1295      24.0       5.0    12.0  0.024000  0.138144 -0.114144  0.125313   
1296      24.0       5.0    24.0  0.005500  0.138144 -0.132644  0.124818   
1297      24.0       5.0    48.0  0.011000  0.138144 -0.127144  0.124818   
1298      24.0       5.0    96.0  0.009100  0.138144 -0.129044  0.124818   
1299      24.0      13.0    12.0  0.006700  0.138144 -0.131444  0.124881   
1300      24.0      13.0    24.0  0.004400  0.138144 -0.133744  0.124881   
1301      24.0      13.0    48.0  0.003200  0.138144 -0.134944  0.124881   
1302      24.0      13.0    96.0  0.003600  0.138144 -0.134544  0.124881   
1303      24.0      11.0    12.0  0.011000  0.138144 -0.127144  0.124881   
1304      24.0      11.0    24.0  0.006200  0.138144 -0.131944  0.124881   
1305      24.0      11.0    48.0  0.003800  0.138144 -0.134344  0.124881   
1306      24.0      11.0    96.0  0.003100  0.138144 -0.135044  0.124881   
1307      24.0      10.0    12.0  0.028000  0.138144 -0.110144  0.126490   
1308      24.0      10.0    24.0  0.022000  0.138144 -0.116144  0.126490   
1309      24.0      10.0    48.0  0.013000  0.138144 -0.125144  0.125392   
1310      24.0      10.0    96.0  0.016000  0.138144 -0.122144  0.125392   
1311      24.0      10.0   192.0  0.007300  0.138144 -0.130844  0.125392   
1312      25.0       9.0    12.0  0.003700  0.138144 -0.134444  0.125313   
1313      25.0       9.0    24.0  0.003400  0.138144 -0.134744  0.124818   
1314      25.0       9.0    48.0  0.003300  0.138144 -0.134844  0.124818   
1315      25.0       9.0    96.0  0.002900  0.138144 -0.135244  0.124818   
1316      25.0       7.0    12.0  0.018000  0.138144 -0.120144  0.125313   
1317      25.0       7.0    24.0  0.012000  0.138144 -0.126144  0.124818   
1318      25.0       7.0    48.0  0.007600  0.138144 -0.130544  0.124818   
1319      25.0       7.0    96.0  0.007100  0.138144 -0.131044  0.124818   
1320      25.0      13.0    12.0  0.006700  0.138144 -0.131444  0.124881   
1321      25.0      13.0    24.0  0.006200  0.138144 -0.131944  0.124881   
1322      25.0      13.0    48.0  0.003300  0.138144 -0.134844  0.124881   
1323      25.0      13.0    96.0  0.003200  0.138144 -0.134944  0.124881   
1324      25.0      11.0    12.0  0.013000  0.138144 -0.125144  0.124881   
1325      25.0      11.0    24.0  0.007000  0.138144 -0.131144  0.124881   
1326      25.0      11.0    48.0  0.004000  0.138144 -0.134144  0.124881   
1327      25.0      11.0    96.0  0.002500  0.138144 -0.135644  0.124881   
1328      25.0      10.0    12.0  0.021000  0.138144 -0.117144  0.126490   
1329      25.0      10.0    24.0  0.017000  0.138144 -0.121144  0.126490   
1330      25.0      10.0    48.0  0.013000  0.138144 -0.125144  0.125392   
1331      25.0      10.0    96.0  0.014000  0.138144 -0.124144  0.125392   
1332      25.0      10.0   192.0  0.007600  0.138144 -0.130544  0.125392   
1333      26.0      13.0    12.0  0.003900  0.138144 -0.134244  0.124881   
1334      26.0      13.0    24.0  0.003400  0.138144 -0.134744  0.124881   
1335      26.0      13.0    48.0  0.003000  0.138144 -0.135144  0.124881   
1336      26.0      13.0    96.0  0.003000  0.138144 -0.135144  0.124881   
1337      26.0      11.0    12.0  0.016000  0.138144 -0.122144  0.124881   
1338      26.0      11.0    24.0  0.010000  0.138144 -0.128144  0.124881   
1339      26.0      11.0    48.0  0.006900  0.138144 -0.131244  0.124881   
1340      26.0      11.0    96.0  0.003600  0.138144 -0.134544  0.124881   
1341      26.0      10.0    12.0  0.031000  0.138144 -0.107144  0.126490   
1342      26.0      10.0    24.0  0.021000  0.138144 -0.117144  0.126490   
1343      26.0      10.0    48.0  0.015000  0.138144 -0.123144  0.125392   
1344      26.0      10.0    96.0  0.011000  0.138144 -0.127144  0.125392   
1345      26.0      10.0   192.0  0.007700  0.138144 -0.130444  0.125392   
1346      27.0      13.0    12.0  0.005200  0.138144 -0.132944  0.124881   
1347      27.0      13.0    24.0  0.003900  0.138144 -0.134244  0.124881   
1348      27.0      13.0    48.0  0.004500  0.138144 -0.133644  0.124881   
1349      27.0      13.0    96.0  0.004800  0.138144 -0.133344  0.124881   
1350      27.0      11.0    12.0  0.001000  0.138144 -0.137144  0.124881   
1351      27.0      11.0    24.0  0.007200  0.138144 -0.130944  0.124881   
1352      27.0      11.0    48.0  0.006800  0.138144 -0.131344  0.124881   
1353      27.0      11.0    96.0  0.005400  0.138144 -0.132744  0.124881   
1354      27.0      10.0    12.0  0.015000  0.138144 -0.123144  0.126490   
1355      27.0      10.0    24.0  0.012000  0.138144 -0.126144  0.126490   
1356      27.0      10.0    48.0  0.011000  0.138144 -0.127144  0.125392   
1357      27.0      10.0    96.0  0.007700  0.138144 -0.130444  0.125392   
1358      27.0      10.0   192.0  0.008100  0.138144 -0.130044  0.125392   
1359      28.0      13.0    12.0  0.001300  0.138144 -0.136844  0.124595   
1360      28.0      13.0    24.0  0.000910  0.138144 -0.137234  0.124595   
1361      28.0      13.0    48.0  0.000750  0.138144 -0.137394  0.124595   
1362      28.0      13.0    96.0  0.000490  0.138144 -0.137654  0.124595   
1363      28.0      11.0    12.0  0.003500  0.138144 -0.134644  0.124595   
1364      28.0      11.0    24.0  0.003300  0.138144 -0.134844  0.124595   
1365      28.0      11.0    48.0  0.002100  0.138144 -0.136044  0.124595   
1366      28.0      11.0    96.0  0.001600  0.138144 -0.136544  0.124595   
1367      28.0      10.0    12.0  0.018000  0.138144 -0.120144  0.126490   
1368      28.0      10.0    24.0  0.016000  0.138144 -0.122144  0.126490   
1369      28.0      10.0    48.0  0.010000  0.138144 -0.128144  0.125392   
1370      28.0      10.0    96.0  0.007400  0.138144 -0.130744  0.125392   
1371      28.0      10.0   192.0  0.011000  0.138144 -0.127144  0.125392   
1372      29.0      13.0    12.0  0.002000  0.138144 -0.136144  0.124595   
1373      29.0      13.0    24.0  0.002000  0.138144 -0.136144  0.124595   
1374      29.0      13.0    48.0  0.001300  0.138144 -0.136844  0.124595   
1375      29.0      13.0    96.0  0.000790  0.138144 -0.137354  0.124595   
1376      29.0      11.0    12.0  0.009400  0.138144 -0.128744  0.124595   
1377      29.0      11.0    24.0  0.005500  0.138144 -0.132644  0.124595   
1378      29.0      11.0    48.0  0.003300  0.138144 -0.134844  0.124595   
1379      29.0      11.0    96.0  0.001700  0.138144 -0.136444  0.124595   
1380      29.0      10.0    12.0  0.019000  0.138144 -0.119144  0.126490   
1381      29.0      10.0    24.0  0.017000  0.138144 -0.121144  0.126490   
1382      29.0      10.0    48.0  0.012000  0.138144 -0.126144  0.125392   
1383      29.0      10.0    96.0  0.009400  0.138144 -0.128744  0.125392   
1384      29.0      10.0   192.0  0.008700  0.138144 -0.129444  0.125392   
1385      30.0      13.0    12.0  0.002300  0.138144 -0.135844  0.124595   
1386      30.0      13.0    24.0  0.001600  0.138144 -0.136544  0.124595   
1387      30.0      13.0    48.0  0.001400  0.138144 -0.136744  0.124595   
1388      30.0      13.0    96.0  0.000900  0.138144 -0.137244  0.124595   
1389      30.0      11.0    12.0  0.011000  0.138144 -0.127144  0.124595   
1390      30.0      11.0    24.0  0.008300  0.138144 -0.129844  0.124595   
1391      30.0      11.0    48.0  0.010000  0.138144 -0.128144  0.124595   
1392      30.0      11.0    96.0  0.008000  0.138144 -0.130144  0.124595   
1393      30.0      10.0    12.0  0.031000  0.138144 -0.107144  0.126490   
1394      30.0      10.0    24.0  0.032000  0.138144 -0.106144  0.126490   
1395      30.0      10.0    48.0  0.019000  0.138144 -0.119144  0.125392   
1396      30.0      10.0    96.0  0.014000  0.138144 -0.124144  0.125392   
1397      30.0      10.0   192.0  0.011900  0.138144 -0.126244  0.125392   
1398      31.0      13.0    12.0  0.001800  0.138144 -0.136344  0.124595   
1399      31.0      13.0    24.0  0.001300  0.138144 -0.136844  0.124595   
1400      31.0      13.0    48.0  0.000690  0.138144 -0.137454  0.124595   
1401      31.0      13.0    96.0  0.000600  0.138144 -0.137544  0.124595   
1402      31.0      11.0    12.0  0.004700  0.138144 -0.133444  0.124595   
1403      31.0      11.0    24.0  0.002600  0.138144 -0.135544  0.124595   
1404      31.0      11.0    48.0  0.001900  0.138144 -0.136244  0.124595   
1405      31.0      11.0    96.0  0.001100  0.138144 -0.137044  0.124595   
1406      31.0      10.0    12.0  0.012000  0.138144 -0.126144  0.126490   
1407      31.0      10.0    24.0  0.009200  0.138144 -0.128944  0.126490   
1408      31.0      10.0    48.0  0.005800  0.138144 -0.132344  0.125392   
1409      31.0      10.0    96.0  0.003800  0.138144 -0.134344  0.125392   
1410      31.0      10.0   192.0  0.003600  0.138144 -0.134544  0.125392   
1411      32.0       9.0    12.0  0.004000  0.138144 -0.134144  0.125313   
1412      32.0       9.0    24.0  0.003100  0.138144 -0.135044  0.124818   
1413      32.0       9.0    48.0  0.003100  0.138144 -0.135044  0.124818   
1414      32.0       9.0    96.0  0.002500  0.138144 -0.135644  0.124818   
1415      32.0       7.0    12.0  0.005200  0.138144 -0.132944  0.125313   
1416      32.0       7.0    24.0  0.003500  0.138144 -0.134644  0.124818   
1417      32.0       7.0    48.0  0.002500  0.138144 -0.135644  0.124818   
1418      32.0       7.0    96.0  0.002200  0.138144 -0.135944  0.124818   
1419      32.0       5.0    12.0  0.009200  0.138144 -0.128944  0.125313   
1420      32.0       5.0    24.0  0.005500  0.138144 -0.132644  0.124818   
1421      32.0       5.0    48.0  0.005000  0.138144 -0.133144  0.124818   
1422      32.0       5.0    96.0  0.004100  0.138144 -0.134044  0.124818   
1423      32.0      13.0    12.0  0.002300  0.138144 -0.135844  0.124595   
1424      32.0      13.0    24.0  0.001000  0.138144 -0.137144  0.124595   
1425      32.0      13.0    48.0  0.001000  0.138144 -0.137144  0.124595   
1426      32.0      13.0    96.0  0.000640  0.138144 -0.137504  0.124595   
1427      32.0      11.0    12.0  0.004500  0.138144 -0.133644  0.124595   
1428      32.0      11.0    24.0  0.003100  0.138144 -0.135044  0.124595   
1429      32.0      11.0    48.0  0.001900  0.138144 -0.136244  0.124595   
1430      32.0      11.0    96.0  0.001400  0.138144 -0.136744  0.124595   
1431      32.0      10.0    12.0  0.044000  0.138144 -0.094144  0.126490   
1432      32.0      10.0    24.0  0.022000  0.138144 -0.116144  0.126490   
1433      32.0      10.0    48.0  0.016000  0.138144 -0.122144  0.125392   
1434      32.0      10.0    96.0  0.015000  0.138144 -0.123144  0.125392   
1435      32.0      10.0   192.0  0.014300  0.138144 -0.123844  0.125392   
1436      33.0       9.0    12.0  0.005000  0.138144 -0.133144  0.125313   
1437      33.0       9.0    24.0  0.004700  0.138144 -0.133444  0.124818   
1438      33.0       9.0    48.0  0.004000  0.138144 -0.134144  0.124818   
1439      33.0       9.0    96.0  0.003000  0.138144 -0.135144  0.124818   
1440      33.0       7.0    12.0  0.004800  0.138144 -0.133344  0.125313   
1441      33.0       7.0    24.0  0.006500  0.138144 -0.131644  0.124818   
1442      33.0       7.0    48.0  0.001900  0.138144 -0.136244  0.124818   
1443      33.0       7.0    96.0  0.001800  0.138144 -0.136344  0.124818   
1444      33.0       5.0    12.0  0.014000  0.138144 -0.124144  0.125313   
1445      33.0       5.0    24.0  0.009100  0.138144 -0.129044  0.124818   
1446      33.0       5.0    48.0  0.002900  0.138144 -0.135244  0.124818   
1447      33.0       5.0    96.0  0.002000  0.138144 -0.136144  0.124818   
1448      33.0      13.0    12.0  0.000950  0.138144 -0.137194  0.124595   
1449      33.0      13.0    24.0  0.000350  0.138144 -0.137794  0.124595   
1450      33.0      13.0    48.0  0.000560  0.138144 -0.137584  0.124595   
1451      33.0      11.0    12.0  0.005200  0.138144 -0.132944  0.124595   
1452      33.0      11.0    24.0  0.002000  0.138144 -0.136144  0.124595   
1453      33.0      11.0    48.0  0.001200  0.138144 -0.136944  0.124595   
1454      33.0      11.0    96.0  0.000740  0.138144 -0.137404  0.124595   
1455      33.0      10.0    12.0  0.031000  0.138144 -0.107144  0.126490   
1456      33.0      10.0    24.0  0.014000  0.138144 -0.124144  0.126490   
1457      33.0      10.0    48.0  0.015000  0.138144 -0.123144  0.125392   
1458      33.0      10.0    96.0  0.004400  0.138144 -0.133744  0.125392   
1459      33.0      10.0   192.0  0.006200  0.138144 -0.131944  0.125392   
1460      25.0      18.0    12.0  0.019000  0.138144 -0.119144  0.125600   
1461      25.0      18.0    24.0  0.011000  0.138144 -0.127144  0.125600   
1462      25.0      18.0    48.0  0.011000  0.138144 -0.127144  0.124807   
1463      25.0      18.0    96.0  0.008600  0.138144 -0.129544  0.124807   
1464      25.0      20.0    12.0  0.026000  0.138144 -0.112144  0.125600   
1465      25.0      20.0    24.0  0.015000  0.138144 -0.123144  0.125600   
1466      25.0      20.0    48.0  0.009500  0.138144 -0.128644  0.124807   
1467      25.0      20.0    96.0  0.006500  0.138144 -0.131644  0.124807   
1468      25.0      22.0    12.0  0.012000  0.138144 -0.126144  0.125600   
1469      25.0      22.0    24.0  0.008100  0.138144 -0.130044  0.125600   
1470      25.0      22.0    48.0  0.003200  0.138144 -0.134944  0.124807   
1471      25.0      22.0    96.0  0.002700  0.138144 -0.135444  0.124807   
1472      24.0      18.0    12.0  0.020000  0.138144 -0.118144  0.125600   
1473      24.0      18.0    24.0  0.013000  0.138144 -0.125144  0.125600   
1474      24.0      18.0    48.0  0.011000  0.138144 -0.127144  0.124807   
1475      24.0      18.0    96.0  0.008600  0.138144 -0.129544  0.124807   
1476      24.0      20.0    48.0  0.008700  0.138144 -0.129444  0.124807   
1477      24.0      20.0    96.0  0.006200  0.138144 -0.131944  0.124807   
1478      24.0      22.0    12.0  0.011000  0.138144 -0.127144  0.125600   
1479      24.0      22.0    24.0  0.007900  0.138144 -0.130244  0.125600   
1480      24.0      22.0    48.0  0.003100  0.138144 -0.135044  0.124807   
1481      24.0      22.0    96.0  0.002600  0.138144 -0.135544  0.124807   
1482      24.0      20.0    12.0  0.024000  0.138144 -0.114144  0.125600   
1483      24.0      20.0    24.0  0.015000  0.138144 -0.123144  0.125600   
1484      25.0      20.0   192.0  0.003800  0.138144 -0.134344  0.124807   
1485      25.0      22.0   192.0  0.002300  0.138144 -0.135844  0.124807   
1486      24.0      19.0    12.0  0.002900  0.138144 -0.135244  0.125600   
1487      24.0      19.0    36.0  0.001600  0.138144 -0.136544  0.124807   
1488      24.0      19.0    72.0  0.001000  0.138144 -0.137144  0.124807   
1489      24.0      19.0   120.0  0.000800  0.138144 -0.137344  0.124807   
1490      25.0      19.0    12.0  0.002800  0.138144 -0.135344  0.125600   
1491      25.0      19.0    36.0  0.001600  0.138144 -0.136544  0.124807   
1492      25.0      19.0    72.0  0.001000  0.138144 -0.137144  0.124807   
1493      25.0      19.0   120.0  0.000790  0.138144 -0.137354  0.124807   
1494      32.0      18.0    12.0  0.018000  0.138144 -0.120144  0.125600   
1495      32.0      18.0    24.0  0.011000  0.138144 -0.127144  0.125600   
1496      32.0      18.0    48.0  0.006900  0.138144 -0.131244  0.124807   
1497      32.0      18.0    96.0  0.003500  0.138144 -0.134644  0.124807   
1498      32.0      20.0    12.0  0.006800  0.138144 -0.131344  0.125600   
1499      32.0      20.0    24.0  0.005200  0.138144 -0.132944  0.125600   

         res_2       f_2     res_3       f_3     res_4       f_4     res_5  \
0    -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
1    -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
2     0.121670  0.138942  0.121058  0.140356  0.119644  0.141620  0.118380   
3     0.136659  0.133952  0.136048  0.135367  0.134633  0.136630  0.133370   
4     0.081670  0.138942  0.081058  0.140356  0.079644  0.141620  0.078380   
5    -0.008330  0.138942 -0.008942  0.140356 -0.010356  0.141620 -0.011620   
6    -0.058330  0.138942 -0.058942  0.140356 -0.060356  0.141620 -0.061620   
7    -0.083341  0.133952 -0.083952  0.135367 -0.085367  0.136630 -0.086630   
8    -0.093341  0.133952 -0.093952  0.125279 -0.085279  0.117473 -0.077473   
9     0.081670  0.138942  0.081058  0.140356  0.079644  0.141620  0.078380   
10    0.011670  0.138942  0.011058  0.140356  0.009644  0.141620  0.008380   
11   -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
12   -0.043341  0.133952 -0.043952  0.135367 -0.045367  0.136630 -0.046630   
13   -0.043341  0.133952 -0.043952  0.127204 -0.037204  0.121131 -0.031131   
14   -0.005557  0.146168 -0.006168  0.147583 -0.007583  0.148847 -0.008847   
15    0.274443  0.146168  0.273832  0.147583  0.272417  0.148847  0.271153   
16    0.244443  0.146168  0.243832  0.147583  0.242417  0.148847  0.241153   
17    0.021670  0.138942  0.021058  0.140356  0.019644  0.141620  0.018380   
18   -0.008330  0.138942 -0.008942  0.140356 -0.010356  0.141620 -0.011620   
19   -0.046330  0.138942 -0.046942  0.140356 -0.048356  0.141620 -0.049620   
20   -0.053341  0.133952 -0.053952  0.135367 -0.055367  0.136630 -0.056630   
21   -0.078341  0.133952 -0.078952  0.132388 -0.077388  0.125286 -0.070286   
22   -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
23   -0.051330  0.138942 -0.051942  0.140356 -0.053356  0.141620 -0.054620   
24   -0.069330  0.138942 -0.069942  0.140356 -0.071356  0.141620 -0.072620   
25   -0.077341  0.133952 -0.077952  0.135367 -0.079367  0.136630 -0.080630   
26   -0.061441  0.133952 -0.062052  0.132388 -0.060488  0.125286 -0.053386   
27   -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
28    0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
29    0.101670  0.138942  0.101058  0.140356  0.099644  0.141620  0.098380   
30    0.106659  0.133952  0.106048  0.135367  0.104633  0.136630  0.103370   
31    0.141670  0.138942  0.141058  0.140356  0.139644  0.141620  0.138380   
32    0.011670  0.138942  0.011058  0.140356  0.009644  0.141620  0.008380   
