      material  location  period     label       f_0     res_1       f_1  \
('predict:', -0.07641535998980958)
('误差:', -0.08191535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08449897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08359897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08161535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.07991535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08199897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08169897514132471)
('predict:', -0.07641535998980958)
('误差:', -0.08041535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.07951535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08259897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08199897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.09041535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08551535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08239897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08149897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08121535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08291535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08139897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08129897514132471)
('predict:', -0.07641535998980958)
('误差:', -0.08141535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08111535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08349897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08249897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08841535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08439897514132472)
('predict:', -0.06846982399596487)
('误差:', -0.08946982399596487)
('predict:', -0.06846982399596487)
('误差:', -0.08546982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.08852384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.08952384402408989)
('predict:', -0.07445576111800165)
('误差:', -0.08745576111800164)
('predict:', -0.07445576111800165)
('误差:', -0.08145576111800165)
('predict:', -0.07939735223199387)
('误差:', -0.08339735223199388)
('predict:', -0.07939735223199387)
('误差:', -0.08189735223199388)
('predict:', -0.07445576111800165)
('误差:', -0.08115576111800164)
('predict:', -0.07445576111800165)
('误差:', -0.08065576111800164)
('predict:', -0.07939735223199387)
('误差:', -0.08269735223199387)
('predict:', -0.07939735223199387)
('误差:', -0.08259735223199387)
('predict:', -0.06846982399596487)
('误差:', -0.09646982399596486)
('predict:', -0.06846982399596487)
('误差:', -0.09046982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.08852384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.09152384402408989)
('predict:', -0.07445576111800165)
('误差:', -0.08545576111800164)
('predict:', -0.07445576111800165)
('误差:', -0.08065576111800164)
('predict:', -0.07939735223199387)
('误差:', -0.08319735223199387)
('predict:', -0.07939735223199387)
('误差:', -0.08249735223199388)
('predict:', -0.07445576111800165)
('误差:', -0.08115576111800164)
('predict:', -0.07552384402408989)
('误差:', -0.08316384402408988)
('predict:', -0.07552384402408989)
('误差:', -0.08283384402408989)
('predict:', -0.07445576111800165)
('误差:', -0.07885576111800165)
('predict:', -0.07939735223199387)
('误差:', -0.08259735223199387)
('predict:', -0.07939735223199387)
('误差:', -0.08299735223199388)
('predict:', -0.06846982399596487)
('误差:', -0.11246982399596486)
('predict:', -0.06846982399596487)
('误差:', -0.09046982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.09152384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.09052384402408989)
('predict:', -0.07906584611555836)
('误差:', -0.08356584611555837)
('predict:', -0.07906584611555836)
('误差:', -0.08216584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08305778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08255778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.08136584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.08006584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08215778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.7211577875420254)
('predict:', -0.06846982399596487)
('误差:', -0.09946982399596487)
('predict:', -0.06846982399596487)
('误差:', -0.08246982399596486)
('predict:', -0.07552384402408989)
('误差:', -0.09052384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.07992384402408989)
('predict:', -0.07906584611555836)
('误差:', -0.08426584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.08106584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08235778754202545)
('predict:', -0.07906584611555836)
('误差:', -1.0290658461155584)
('predict:', -0.07906584611555836)
('误差:', -0.07941584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08171778754202545)
('predict:', -0.07445576111800165)
('误差:', -0.09145576111800165)
('predict:', -0.07939735223199387)
('误差:', -0.09139735223199387)
('predict:', -0.07445576111800165)
('误差:', -0.08845576111800164)
('predict:', -0.07939735223199387)
('误差:', -0.09039735223199387)
('predict:', -0.07445576111800165)
('误差:', -0.07695576111800165)
('predict:', -0.07939735223199387)
('误差:', -0.08179735223199387)
('predict:', -0.07445576111800165)
('误差:', -0.09145576111800165)
('predict:', -0.07939735223199387)
('误差:', -0.09239735223199387)
('predict:', -0.07445576111800165)
('误差:', -0.08645576111800164)
('predict:', -0.07939735223199387)
('误差:', -0.08769735223199387)
('predict:', -0.07445576111800165)
('误差:', -0.07635576111800164)
('predict:', -0.07939735223199387)
('误差:', -0.08159735223199387)
('predict:', -0.07906584611555836)
('误差:', -0.09406584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08865778754202544)
('predict:', -0.07906584611555836)
('误差:', -0.08166584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08355778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.07991584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08265778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.10406584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08885778754202545)
('predict:', -0.07641535998980958)
('误差:', -0.07787535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.07772535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08079897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08043897514132471)
('predict:', -0.07641535998980958)
('误差:', -0.08471535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08241535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08359897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08209897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08209897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.09041535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08641535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08539897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08279897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08329897514132471)
('predict:', -0.07906584611555836)
('误差:', -0.07957584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07944584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08138778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08130778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08127778754202544)
('predict:', -0.07906584611555836)
('误差:', -0.08106584611555837)
('predict:', -0.07906584611555836)
('误差:', -0.08036584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08205778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08171778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08159778754202544)
('predict:', -0.06846982399596487)
('误差:', -0.07646982399596486)
('predict:', -0.06846982399596487)
('误差:', -0.07256982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.07922384402408988)
('predict:', -0.07552384402408989)
('误差:', -0.08122384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.07872384402408988)
('predict:', -0.07641535998980958)
('误差:', -0.07762535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.07863535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08052897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08141535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.07801535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08389897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08319897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08269897514132471)
('predict:', -0.07641535998980958)
('误差:', -0.09041535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08481535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08419897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08359897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08239897514132472)
('predict:', -0.07906584611555836)
('误差:', -0.07964584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07951584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08138778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08129778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.08136584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.08036584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08190778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08167778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08191778754202544)
('predict:', -0.06846982399596487)
('误差:', -0.07616982399596486)
('predict:', -0.06846982399596487)
('误差:', -0.07226982399596486)
('predict:', -0.07552384402408989)
('误差:', -0.07832384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.0801238440240899)
('predict:', -0.07552384402408989)
('误差:', -0.07802384402408989)
('predict:', -0.07641535998980958)
('误差:', -0.07790535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.07689535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08003897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.07961897514132471)
('predict:', -0.07641535998980958)
('误差:', -0.07664535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.07689535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08130897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08066897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.09141535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08531535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08439897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08249897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08869897514132472)
('predict:', -0.07906584611555836)
('误差:', -0.07924584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07930584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08128778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.08036584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07992584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08161778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08138778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08133778754202545)
('predict:', -0.06846982399596487)
('误差:', -0.07546982399596486)
('predict:', -0.06846982399596487)
('误差:', -0.07466982399596486)
('predict:', -0.07552384402408989)
('误差:', -0.07902384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.07682384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.07682384402408989)
('predict:', -0.07641535998980958)
('误差:', -0.07760535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.07705535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08035897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08000897514132471)
('predict:', -0.07641535998980958)
('误差:', -0.08001535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08001535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08309897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08229897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08209897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08841535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08361535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08409897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08199897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08479897514132471)
('predict:', -0.07906584611555836)
('误差:', -0.07931584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07927584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08126778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.08046584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07978584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08157778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08137778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08128778754202545)
('predict:', -0.06846982399596487)
('误差:', -0.06913982399596487)
('predict:', -0.06846982399596487)
('误差:', -0.06892982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.07570384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.07564384402408988)
('predict:', -0.07552384402408989)
('误差:', -0.07581384402408989)
('predict:', -0.07641535998980958)
('误差:', -0.07722535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.07726535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08034897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08051535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08071535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08389897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08239897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08249897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08941535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08491535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08519897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08309897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08389897514132472)
('predict:', -0.07906584611555836)
('误差:', -0.07923584611555837)
('predict:', -0.07906584611555836)
('误差:', -0.07932584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08126778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.08086584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.08026584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08171778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08151778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08132778754202545)
('predict:', -0.06846982399596487)
('误差:', -0.06924982399596487)
('predict:', -0.06846982399596487)
('误差:', -0.06885982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.07574384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.0757238440240899)
('predict:', -0.07552384402408989)
('误差:', -0.07562384402408989)
('predict:', -0.07641535998980958)
('误差:', -0.07707535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.07692535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08012897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08001535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08051535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08419897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08769897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08829897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08941535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08381535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08369897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08239897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.09749897514132472)
('predict:', -0.07906584611555836)
('误差:', -0.07932584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07932584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08126778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.08096584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.08016584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08168778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08145778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08130778754202544)
('predict:', -0.06846982399596487)
('误差:', -0.06920982399596487)
('predict:', -0.06846982399596487)
('误差:', -0.06882982399596486)
('predict:', -0.07552384402408989)
('误差:', -0.07574384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.0756538440240899)
('predict:', -0.07552384402408989)
('误差:', -0.07562384402408989)
('predict:', -0.07641535998980958)
('误差:', -0.07818535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.07768535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08089897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08016897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08241535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08231535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08449897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08309897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08359897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.09041535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08531535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08449897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08289897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08439897514132472)
('predict:', -0.07906584611555836)
('误差:', -0.07950584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07937584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08128778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.08046584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.08036584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08202778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08183778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08230778754202545)
('predict:', -0.06846982399596487)
('误差:', -0.06929982399596486)
('predict:', -0.06846982399596487)
('误差:', -0.06909982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.07582384402408988)
('predict:', -0.07552384402408989)
('误差:', -0.0756538440240899)
('predict:', -0.07552384402408989)
('误差:', -0.07562384402408989)
('predict:', -0.07641535998980958)
('误差:', -0.07742535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.07748535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08082897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08023897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08241535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08231535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08449897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08309897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08359897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.09041535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08531535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08449897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08289897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08439897514132472)
('predict:', -0.07906584611555836)
('误差:', -0.07959584611555837)
('predict:', -0.07906584611555836)
('误差:', -0.07943584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08137778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08126778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.08256584611555837)
('predict:', -0.07906584611555836)
('误差:', -0.08106584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08212778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08174778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08213378754202545)
('predict:', -0.06846982399596487)
('误差:', -0.07036982399596486)
('predict:', -0.06846982399596487)
('误差:', -0.06956982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.07623384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.07598384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.07589884402408989)
('predict:', -0.07641535998980958)
('误差:', -0.07802535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.07770535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08081897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.08241535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08001535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08239897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08119897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08209897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.09541535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08741535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.09149897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08709897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08809897514132471)
('predict:', -0.07906584611555836)
('误差:', -0.07989584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07971584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08149778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08130778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08130778754202544)
('predict:', -0.07906584611555836)
('误差:', -0.08136584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.08046584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08186778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08164778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08167278754202545)
('predict:', -0.06846982399596487)
('误差:', -0.06896982399596487)
('predict:', -0.06846982399596487)
('误差:', -0.06880982399596486)
('predict:', -0.07552384402408989)
('误差:', -0.07575384402408988)
('predict:', -0.07552384402408989)
('误差:', -0.07571384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.0757078440240899)
('predict:', -0.07641535998980958)
('误差:', -0.07814535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.07805535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08076897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08046897514132471)
('predict:', -0.07641535998980958)
('误差:', -0.08331535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08231535998980959)
('predict:', -0.07949897514132472)
('误差:', -0.08409897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08339897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08389897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.09141535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08601535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.10549897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08519897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.08889897514132472)
('predict:', -0.07906584611555836)
('误差:', -0.07982584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08146778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08126778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08126778754202545)
('predict:', -0.07906584611555836)
('误差:', -0.08226584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.08066584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08213778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08189778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08215578754202545)
('predict:', -0.06846982399596487)
('误差:', -0.06924982399596487)
('predict:', -0.06846982399596487)
('误差:', -0.06885982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.07566384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.07577384402408989)
('predict:', -0.07552384402408989)
('误差:', -0.07563084402408989)
('predict:', -0.07641535998980958)
('误差:', -0.07812535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.07861535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08060897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08061897514132471)
('predict:', -0.07641535998980958)
('误差:', -0.08391535998980959)
('predict:', -0.07641535998980958)
('误差:', -0.08121535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.08629897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.08419897514132471)
('predict:', -0.07949897514132472)
('误差:', -0.09649897514132472)
('predict:', -0.07641535998980958)
('误差:', -0.09141535998980958)
('predict:', -0.07641535998980958)
('误差:', -0.08311535998980958)
('predict:', -0.07949897514132472)
('误差:', -0.11349897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.09549897514132472)
('predict:', -0.07949897514132472)
('误差:', -0.10349897514132472)
('predict:', -0.07906584611555836)
('误差:', -0.08004584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.07974584611555836)
('predict:', -0.08115778754202545)
('误差:', -0.08146778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08131778754202544)
('predict:', -0.07906584611555836)
('误差:', -0.08246584611555836)
('predict:', -0.07906584611555836)
('误差:', -0.08066584611555837)
('predict:', -0.08115778754202545)
('误差:', -0.08186778754202545)
('predict:', -0.08115778754202545)
('误差:', -0.08170778754202544)
('predict:', -0.08115778754202545)
('误差:', -0.08166778754202544)
('predict:', -0.06846982399596487)
('误差:', -0.06909982399596487)
('predict:', -0.06846982399596487)
('误差:', -0.06874982399596487)
('predict:', -0.07552384402408989)
('误差:', -0.07586384402408988)
('predict:', -0.07552384402408989)
('误差:', -0.07573384402408989)
('predict:', -0.0699959646647211)
('误差:', -0.0745959646647211)
('predict:', -0.0707338262935454)
('误差:', -0.0742338262935454)
('predict:', -0.0699959646647211)
('误差:', -0.07349596466472111)
('predict:', -0.0699959646647211)
('误差:', -0.0731959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.07249596466472111)
('predict:', -0.0699959646647211)
('误差:', -0.0723959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0723959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.07359596466472111)
('predict:', -0.0699959646647211)
('误差:', -0.0755959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0727959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0819959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0819959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0727959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0829959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0736959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0731959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0959959646647211)
('predict:', -0.0707338262935454)
('误差:', -0.0740338262935454)
('predict:', -0.0707338262935454)
('误差:', -0.0732338262935454)
('predict:', -0.0699959646647211)
('误差:', -0.0746959646647211)
('predict:', -0.0699959646647211)
('误差:', -0.0742959646647211)
('predict:', -0.0707338262935454)
('误差:', -0.1027338262935454)
('predict:', -0.0707338262935454)
('误差:', -0.1457338262935454)
('predict:', -0.0676083906574953)
('误差:', -0.0876083906574953)
('predict:', -0.07101247085951548)
('误差:', -0.07821247085951548)
('predict:', -0.07101247085951548)
('误差:', -0.07731247085951548)
('predict:', -0.07101247085951548)
('误差:', -0.07801247085951549)
('predict:', -0.0676083906574953)
('误差:', -0.0856083906574953)
('predict:', -0.07101247085951548)
('误差:', -0.08301247085951548)
('predict:', -0.07101247085951548)
('误差:', -0.07861247085951548)
('predict:', -0.07101247085951548)
('误差:', -0.07811247085951548)
('predict:', -0.0676083906574953)
('误差:', -0.0713083906574953)
('predict:', -0.07101247085951548)
('误差:', -0.07441247085951548)
('predict:', -0.07101247085951548)
('误差:', -0.07431247085951548)
('predict:', -0.07101247085951548)
('误差:', -0.07391247085951548)
('predict:', -0.0676083906574953)
('误差:', -0.09160839065749529)
('predict:', -0.07101247085951548)
('误差:', -0.07651247085951549)
('predict:', -0.07101247085951548)
('误差:', -0.08201247085951548)
('predict:', -0.07101247085951548)
('误差:', -0.08011247085951548)
('predict:', -0.0676083906574953)
('误差:', -0.0836083906574953)
('predict:', -0.07101247085951548)
('误差:', -0.08201247085951548)
('predict:', -0.07101247085951548)
('误差:', -0.07761247085951548)
('predict:', -0.07101247085951548)
('误差:', -0.07571247085951548)
('predict:', -0.0676083906574953)
('误差:', -0.0719083906574953)
('predict:', -0.07101247085951548)
